"","OBJECTID","ID","NAME","ALT_NAME","CROSS_ST","LONG_NAME","LABEL","BOROUGH","NGHBHD","ROUTES","TRANSFERS","COLOR","EXPRESS","CLOSED","lng","lat","UNIQUEID"
"1161",116,424,"Bay Pky",NA,"86th St","Bay Pky (D,M) Brooklyn","Bay Pky (D,M)","Brooklyn",NA,"D","D,M","BROWN-ORANGE",NA,NA,-73.9938519985997,40.6019590007765,"23c726f1cbabd53a835ff36ce784c576"
"1162",116,424,"Bay Pky",NA,"86th St","Bay Pky (D,M) Brooklyn","Bay Pky (D,M)","Brooklyn",NA,"M","D,M","BROWN-ORANGE",NA,NA,-73.9938519985997,40.6019590007765,"96aeee9396c82b510ea942354aeecf97"
"1221",122,339,"Bergen St",NA,"Smith St","Bergen St (F,G) Brooklyn","Bergen St (F,G)","Brooklyn",NA,"F","F,G","ORANGE-LIME",NA,NA,-73.9904525105666,40.6867370989202,"5cf25225647b1df4e6de822bc441ff8f"
"1222",122,339,"Bergen St",NA,"Smith St","Bergen St (F,G) Brooklyn","Bergen St (F,G)","Brooklyn",NA,"G","F,G","ORANGE-LIME",NA,NA,-73.9904525105666,40.6867370989202,"55bc45ff27460b15dfa6de4edeb9c2ab"
"1231",123,78,"Bergen St",NA,"Flatbush Ave","Bergen St (2,3) Brooklyn","Bergen St (2,3)","Brooklyn",NA,"2","2,3","RED-GREEN",NA,NA,-73.9750699987357,40.6808390003062,"c04f476a73a70b49402c4daddf214aa4"
"1232",123,78,"Bergen St",NA,"Flatbush Ave","Bergen St (2,3) Brooklyn","Bergen St (2,3)","Brooklyn",NA,"3","2,3","RED-GREEN",NA,NA,-73.9750699987357,40.6808390003062,"d37bfc091956a2b79a9c1fc5df5887b4"
"1251",125,96,"Beverly Rd",NA,"Nostrand Ave","Beverly Rd (2,5) Brooklyn","Beverly Rd (2,5)","Brooklyn",NA,"2","2,5","RED-GREEN",NA,NA,-73.949002001601,40.645116001238,"10336d2a1c3c882b2002d0911685c0ba"
"1252",125,96,"Beverly Rd",NA,"Nostrand Ave","Beverly Rd (2,5) Brooklyn","Beverly Rd (2,5)","Brooklyn",NA,"5","2,5","RED-GREEN",NA,NA,-73.949002001601,40.645116001238,"f7ae55a17b9dc654dc0215b809b4c85a"
"1261",126,101,"Borough Hall","Court St","Joralemon St","Borough Hall / Court St (4,5) Brooklyn","Borough Hall / Court St (4,5)","Brooklyn",NA,"4","M,R,2,3,4,5","GREEN","express",NA,-73.9909817487633,40.6925257460233,"2e9c66956fb66b9df1ecb67d5dd01e51"
"1262",126,101,"Borough Hall","Court St","Joralemon St","Borough Hall / Court St (4,5) Brooklyn","Borough Hall / Court St (4,5)","Brooklyn",NA,"5","M,R,2,3,4,5","GREEN","express",NA,-73.9909817487633,40.6925257460233,"ce9b3b37e9c37c15fd2511e7b34ef3f2"
"1271",127,74,"Borough Hall","Court St","Court St","Borough Hall / Court St (2,3) Brooklyn","Borough Hall / Court St (2,3)","Brooklyn",NA,"2","M,R,2,3,4,5","RED","express",NA,-73.990159999908,40.6936840002704,"da4923501a959b704c3f06a3fe6c02b3"
"1272",127,74,"Borough Hall","Court St","Court St","Borough Hall / Court St (2,3) Brooklyn","Borough Hall / Court St (2,3)","Brooklyn",NA,"3","M,R,2,3,4,5","RED","express",NA,-73.990159999908,40.6936840002704,"e66a014ae63fdc6c2c34e6aedf5cd162"
"1291",129,398,"Brighton Beach",NA,"Brighton 6 St","Brighton Beach (B,Q) Brooklyn","Brighton Beach (B,Q)","Brooklyn",NA,"B","B,Q","ORANGE-YELLOW","express",NA,-73.9614497454903,40.5776323642205,"a829cc9552473ff81708daf306eb8348"
"1292",129,398,"Brighton Beach",NA,"Brighton 6 St","Brighton Beach (B,Q) Brooklyn","Brighton Beach (B,Q)","Brooklyn",NA,"Q","B,Q","ORANGE-YELLOW","express",NA,-73.9614497454903,40.5776323642205,"b169cd9e006d0e280f2860161f112f1a"
"1312",131,456,"Broadway Jct","Eastern Pky","Eastern Pky","Broadway Jct / Eastern Pky (J,Z) Brooklyn","Broadway Jct / Eastern Pky (J,Z)","Brooklyn",NA,"J","A,C,J,L,Z","BROWN","express",NA,-73.9054530013298,40.6800700010697,"42b9a0b05bde975beff1f15bf28f4f66"
"1313",131,456,"Broadway Jct","Eastern Pky","Eastern Pky","Broadway Jct / Eastern Pky (J,Z) Brooklyn","Broadway Jct / Eastern Pky (J,Z)","Brooklyn",NA,"Z","A,C,J,L,Z","BROWN","express",NA,-73.9054530013298,40.6800700010697,"934ca93bf384bc529d90288266b58673"
"1321",132,230,"Broadway Jct","E New York","Fulton St","Broadway Jct / E New York (A,C) Brooklyn","Broadway Jct / E New York (A,C)","Brooklyn",NA,"A","A,C,J,L,Z","BLUE","express",NA,-73.9015580831006,40.6773948465073,"598b91f1ab20d52c49ba20658bbd92ae"
"1322",132,230,"Broadway Jct","E New York","Fulton St","Broadway Jct / E New York (A,C) Brooklyn","Broadway Jct / E New York (A,C)","Brooklyn",NA,"C","A,C,J,L,Z","BLUE","express",NA,-73.9015580831006,40.6773948465073,"af678bffcf2372c57d36b766f807ce4f"
"1341",134,340,"Carroll St",NA,"Smith St","Carroll St (F,G) Brooklyn","Carroll St (F,G)","Brooklyn",NA,"F","F,G","ORANGE-LIME",NA,NA,-73.9949010007123,40.6802210019519,"6fad63d89a8f3ce4d451ab7910364ab3"
"1342",134,340,"Carroll St",NA,"Smith St","Carroll St (F,G) Brooklyn","Carroll St (F,G)","Brooklyn",NA,"G","F,G","ORANGE-LIME",NA,NA,-73.9949010007123,40.6802210019519,"560ae8bcb2f581b2a54a019e58e17077"
"1361",136,318,"Chauncey St",NA,"Broadway","Chauncey St (J,Z) Brooklyn","Chauncey St (J,Z)","Brooklyn",NA,"J","J,Z","BROWN",NA,NA,-73.9101167962405,40.6826617609953,"c22cabe49f321560140a3a7e528748d5"
"1362",136,318,"Chauncey St",NA,"Broadway","Chauncey St (J,Z) Brooklyn","Chauncey St (J,Z)","Brooklyn",NA,"Z","J,Z","BROWN",NA,NA,-73.9101167962405,40.6826617609953,"1c3ce56e2475f545680e4c8001bc6c99"
"1381",138,387,"Church Ave",NA,"E 18th St","Church Ave (B,Q) Brooklyn","Church Ave (B,Q)","Brooklyn",NA,"B","B,Q","ORANGE-YELLOW","express",NA,-73.9633579898519,40.6493354148612,"6999b0cdcd2d6789fa6ec925207df225"
"1382",138,387,"Church Ave",NA,"E 18th St","Church Ave (B,Q) Brooklyn","Church Ave (B,Q)","Brooklyn",NA,"Q","B,Q","ORANGE-YELLOW","express",NA,-73.9633579898519,40.6493354148612,"a20762ee24066aaf34e1883133f087b5"
"1391",139,95,"Church Ave",NA,"Nostrand Ave","Church Ave (2,5) Brooklyn","Church Ave (2,5)","Brooklyn",NA,"2","2,5","RED-GREEN",NA,NA,-73.9495826775589,40.6507926679964,"ecdaea5f291ceaf49ed0c236d95a1227"
"1392",139,95,"Church Ave",NA,"Nostrand Ave","Church Ave (2,5) Brooklyn","Church Ave (2,5)","Brooklyn",NA,"5","2,5","RED-GREEN",NA,NA,-73.9495826775589,40.6507926679964,"e715ec144cddc350389741d146dd6f2b"
"1401",140,73,"Clark St",NA,"Henry St","Clark St (2,3) Brooklyn","Clark St (2,3)","Brooklyn",NA,"2","2,3","RED","express",NA,-73.9929999341781,40.6974351556778,"5955aaa15dcabf1a591f5dfb5ef9c478"
"1402",140,73,"Clark St",NA,"Henry St","Clark St (2,3) Brooklyn","Clark St (2,3)","Brooklyn",NA,"3","2,3","RED","express",NA,-73.9929999341781,40.6974351556778,"f56f27a5bd4a746308979f68e1d2b1df"
"1461",146,379,"Court St","Borough Hall","Montague St","Court St / Borough Hall (M,R) Brooklyn","Court St / Borough Hall (M,R)","Brooklyn",NA,"M","M,R,2,3,4,5","BROWN-YELLOW",NA,NA,-73.9904540007511,40.6937370000313,"1fbcc12ae52f8d902182a48797b0f98e"
"1462",146,379,"Court St","Borough Hall","Montague St","Court St / Borough Hall (M,R) Brooklyn","Court St / Borough Hall (M,R)","Brooklyn",NA,"R","M,R,2,3,4,5","BROWN-YELLOW",NA,NA,-73.9904540007511,40.6937370000313,"0de8b3f0b55bcf3e4c68231d61849cf0"
"1471",147,324,"Crescent St",NA,"Fulton St","Crescent St (J,Z) Brooklyn","Crescent St (J,Z)","Brooklyn",NA,"J","J,Z","BROWN","express",NA,-73.8723974719941,40.6837322796502,"a5efb5c4fcb3a125543b8214ce79f6cc"
"1472",147,324,"Crescent St",NA,"Fulton St","Crescent St (J,Z) Brooklyn","Crescent St (J,Z)","Brooklyn",NA,"Z","J,Z","BROWN","express",NA,-73.8723974719941,40.6837322796502,"a3824bc25f55985f1109049781aa966f"
"1501",150,382,"DeKalb Ave",NA,"Flatbush Ave","DeKalb Ave (B,M,Q,R) Brooklyn","DeKalb Ave (B,M,Q,R)","Brooklyn",NA,"B","B,M,Q,R","MULTI","express",NA,-73.9814761283236,40.6899273817709,"1e596782393e53b6e9685b06faade541"
"1502",150,382,"DeKalb Ave",NA,"Flatbush Ave","DeKalb Ave (B,M,Q,R) Brooklyn","DeKalb Ave (B,M,Q,R)","Brooklyn",NA,"M","B,M,Q,R","MULTI","express",NA,-73.9814761283236,40.6899273817709,"d30b0716772e16545af515908ce2b882"
"1503",150,382,"DeKalb Ave",NA,"Flatbush Ave","DeKalb Ave (B,M,Q,R) Brooklyn","DeKalb Ave (B,M,Q,R)","Brooklyn",NA,"Q","B,M,Q,R","MULTI","express",NA,-73.9814761283236,40.6899273817709,"a91b17f48a91614b35b4cf933496b781"
"1504",150,382,"DeKalb Ave",NA,"Flatbush Ave","DeKalb Ave (B,M,Q,R) Brooklyn","DeKalb Ave (B,M,Q,R)","Brooklyn",NA,"R","B,M,Q,R","MULTI","express",NA,-73.9814761283236,40.6899273817709,"447f3f8bd3de689def7fbb23dabf650f"
"1531",153,80,"Eastern Pky","Brooklyn Museum","Washington Ave","Eastern Pky / Brooklyn Museum (2,3) Brooklyn","Eastern Pky / Brooklyn Museum (2,3)","Brooklyn",NA,"2","2,3","RED-GREEN",NA,NA,-73.9626924756188,40.6716478194558,"d169c7ba206c08c1e4a8ab2b6c4765fa"
"1532",153,80,"Eastern Pky","Brooklyn Museum","Washington Ave","Eastern Pky / Brooklyn Museum (2,3) Brooklyn","Eastern Pky / Brooklyn Museum (2,3)","Brooklyn",NA,"3","2,3","RED-GREEN",NA,NA,-73.9626924756188,40.6716478194558,"9c324992722557af949abf3b775076b0"
"1541",154,234,"Euclid Ave",NA,"Pitkin Ave","Euclid Ave (A,C) Brooklyn","Euclid Ave (A,C)","Brooklyn",NA,"A","A,C","BLUE","express",NA,-73.8719033195181,40.6753991133001,"88ffbd7e9c9d96775891981ce52727f1"
"1542",154,234,"Euclid Ave",NA,"Pitkin Ave","Euclid Ave (A,C) Brooklyn","Euclid Ave (A,C)","Brooklyn",NA,"C","A,C","BLUE","express",NA,-73.8719033195181,40.6753991133001,"7315177c7587bb4278068e636e2b8065"
"1551",155,98,"Flatbush Ave","Brooklyn College","Nostrand Ave","Flatbush Ave / Brooklyn College (2,5) Brooklyn","Flatbush Ave / Brooklyn College (2,5)","Brooklyn",NA,"2","2,5","RED-GREEN",NA,NA,-73.9476420003496,40.6328360008074,"13d927684cc474eac8fdc6c8fdf5e54d"
"1552",155,98,"Flatbush Ave","Brooklyn College","Nostrand Ave","Flatbush Ave / Brooklyn College (2,5) Brooklyn","Flatbush Ave / Brooklyn College (2,5)","Brooklyn",NA,"5","2,5","RED-GREEN",NA,NA,-73.9476420003496,40.6328360008074,"98b6ea13f8ecc9cdc82ecb84b3f5947b"
"1561",156,313,"Flushing Ave",NA,"Broadway","Flushing Ave (J,M) Brooklyn","Flushing Ave (J,M)","Brooklyn",NA,"J","J,M","BROWN",NA,NA,-73.941950755832,40.7007221274128,"c1af83d2c7512b8d369fa7ae3ba33443"
"1562",156,313,"Flushing Ave",NA,"Broadway","Flushing Ave (J,M) Brooklyn","Flushing Ave (J,M)","Brooklyn",NA,"M","J,M","BROWN",NA,NA,-73.941950755832,40.7007221274128,"8b2a59c12d01e6eaad1468b740c12e5c"
"1611",161,81,"Franklin Ave",NA,"Eastern Pky","Franklin Ave (2,3,4,5) Brooklyn","Franklin Ave (2,3,4,5)","Brooklyn",NA,"2","S,2,3,4,5","GREEN-RED","express",NA,-73.9579317710712,40.6706322397003,"0959b78b93e5d22adc17f4a7dc432f11"
"1612",161,81,"Franklin Ave",NA,"Eastern Pky","Franklin Ave (2,3,4,5) Brooklyn","Franklin Ave (2,3,4,5)","Brooklyn",NA,"3","S,2,3,4,5","GREEN-RED","express",NA,-73.9579317710712,40.6706322397003,"2de3a71ad8c7fe465e215e122680a708"
"1613",161,81,"Franklin Ave",NA,"Eastern Pky","Franklin Ave (2,3,4,5) Brooklyn","Franklin Ave (2,3,4,5)","Brooklyn",NA,"4","S,2,3,4,5","GREEN-RED","express",NA,-73.9579317710712,40.6706322397003,"64dd3291759e9059d564353cb7624c03"
"1614",161,81,"Franklin Ave",NA,"Eastern Pky","Franklin Ave (2,3,4,5) Brooklyn","Franklin Ave (2,3,4,5)","Brooklyn",NA,"5","S,2,3,4,5","GREEN-RED","express",NA,-73.9579317710712,40.6706322397003,"404fdc7d6d666567d6d589755fc2162b"
"1631",163,416,"Ft Hamilton Pky",NA,"New Utrecht Ave","Ft Hamilton Pky (D,M) Brooklyn","Ft Hamilton Pky (D,M)","Brooklyn",NA,"D","D,M","BROWN-ORANGE",NA,NA,-73.9943064211992,40.640609851384,"2d457e7f869cbbafaf7ff9839a3a22fa"
"1632",163,416,"Ft Hamilton Pky",NA,"New Utrecht Ave","Ft Hamilton Pky (D,M) Brooklyn","Ft Hamilton Pky (D,M)","Brooklyn",NA,"M","D,M","BROWN-ORANGE",NA,NA,-73.9943064211992,40.640609851384,"be5364c8c948f191c6f54345e1270869"
"1651",165,316,"Gates St",NA,"Broadway","Gates St (J,Z) Brooklyn","Gates St (J,Z)","Brooklyn",NA,"J","J,Z","BROWN",NA,NA,-73.922044715422,40.6895191504322,"e2874e1c7412798ac52042b8e7d7efd1"
"1652",165,316,"Gates St",NA,"Broadway","Gates St (J,Z) Brooklyn","Gates St (J,Z)","Brooklyn",NA,"Z","J,Z","BROWN",NA,NA,-73.922044715422,40.6895191504322,"13aa7ecea1a832cc73b5b56f62f32e7c"
"1671",167,79,"Grand Army Plz",NA,"Flatbush Ave","Grand Army Plz (2,3) Brooklyn","Grand Army Plz (2,3)","Brooklyn",NA,"2","2,3","RED-GREEN",NA,NA,-73.9704638781288,40.6746349820263,"bbf44fe23722e620d5be1302e6c4fead"
"1672",167,79,"Grand Army Plz",NA,"Flatbush Ave","Grand Army Plz (2,3) Brooklyn","Grand Army Plz (2,3)","Brooklyn",NA,"3","2,3","RED-GREEN",NA,NA,-73.9704638781288,40.6746349820263,"a410e7431a33f8909fd837c79a6ef8af"
"1731",173,311,"Hewes St",NA,"Broadway","Hewes St (J,M) Brooklyn","Hewes St (J,M)","Brooklyn",NA,"J","J,M","BROWN",NA,NA,-73.952965482555,40.7067063750297,"c713f60666688ab93f0fe305e66009ec"
"1732",173,311,"Hewes St",NA,"Broadway","Hewes St (J,M) Brooklyn","Hewes St (J,M)","Brooklyn",NA,"M","J,M","BROWN",NA,NA,-73.952965482555,40.7067063750297,"612ffb7089b9c0ef589c5911080fb292"
"1741",174,219,"High St",NA,"Cadman Plaza East","High St (A,C) Brooklyn","High St (A,C)","Brooklyn",NA,"A","A,C","BLUE","express",NA,-73.9898546563844,40.6991352694818,"781e0c3fd2a6dcca7b044d4f929b9075"
"1742",174,219,"High St",NA,"Cadman Plaza East","High St (A,C) Brooklyn","High St (A,C)","Brooklyn",NA,"C","A,C","BLUE","express",NA,-73.9898546563844,40.6991352694818,"b75ee0ba9af7b83b4fc20f61593ec0e7"
"1751",175,75,"Hoyt St",NA,"Fulton Mall","Hoyt St (2,3) Brooklyn","Hoyt St (2,3)","Brooklyn",NA,"2","2,3","RED",NA,NA,-73.9851059202689,40.6905552635638,"7176316de03f754cf0c9995b985312b6"
"1752",175,75,"Hoyt St",NA,"Fulton Mall","Hoyt St (2,3) Brooklyn","Hoyt St (2,3)","Brooklyn",NA,"3","2,3","RED",NA,NA,-73.9851059202689,40.6905552635638,"a42c13104fad0affac99bb7e783063e5"
"1761",176,221,"Hoyt St","Schermerhorn St","Schermerhorn St","Hoyt St / Schermerhorn St (A,C,G) Brooklyn","Hoyt St / Schermerhorn St (A,C,G)","Brooklyn",NA,"A","A,C,G","BLUE-LIME","express",NA,-73.9861541060433,40.6890196759188,"58be267b08dc8b39071f2fa64d72dde3"
"1762",176,221,"Hoyt St","Schermerhorn St","Schermerhorn St","Hoyt St / Schermerhorn St (A,C,G) Brooklyn","Hoyt St / Schermerhorn St (A,C,G)","Brooklyn",NA,"C","A,C,G","BLUE-LIME","express",NA,-73.9861541060433,40.6890196759188,"bcc1bac01ecf7a0e3849467f54dd20d9"
"1763",176,221,"Hoyt St","Schermerhorn St","Schermerhorn St","Hoyt St / Schermerhorn St (A,C,G) Brooklyn","Hoyt St / Schermerhorn St (A,C,G)","Brooklyn",NA,"G","A,C,G","BLUE-LIME","express",NA,-73.9861541060433,40.6890196759188,"412031a4ca6792bedb45a20a313320cf"
"1771",177,220,"Jay St","Borough Hall","Fulton Mall","Jay St / Borough Hall (A,C,F) Brooklyn","Jay St / Borough Hall (A,C,F)","Brooklyn",NA,"A","A,C,F","BLUE-ORANGE","express",NA,-73.987361899901,40.6914641970513,"6e9659bbb145cadce5a6d304ef6d1f2a"
"1772",177,220,"Jay St","Borough Hall","Fulton Mall","Jay St / Borough Hall (A,C,F) Brooklyn","Jay St / Borough Hall (A,C,F)","Brooklyn",NA,"C","A,C,F","BLUE-ORANGE","express",NA,-73.987361899901,40.6914641970513,"dd8d7eb227a1a3565e178cefd6ef4923"
"1773",177,220,"Jay St","Borough Hall","Fulton Mall","Jay St / Borough Hall (A,C,F) Brooklyn","Jay St / Borough Hall (A,C,F)","Brooklyn",NA,"F","A,C,F","BLUE-ORANGE","express",NA,-73.987361899901,40.6914641970513,"810083097b58247274fd6eac6591977a"
"1801",180,394,"Kings Hwy",NA,"E 16th St","Kings Hwy (B,Q) Brooklyn","Kings Hwy (B,Q)","Brooklyn",NA,"B","B,Q","ORANGE-YELLOW","express",NA,-73.9577544844944,40.608968784215,"e9c45cdba7abf2ec2d75ba938b0fb1fc"
"1802",180,394,"Kings Hwy",NA,"E 16th St","Kings Hwy (B,Q) Brooklyn","Kings Hwy (B,Q)","Brooklyn",NA,"Q","B,Q","ORANGE-YELLOW","express",NA,-73.9577544844944,40.608968784215,"8f3639ba1295fab0abd3197acfa29697"
"1881",188,380,"Lawrence St","MetroTech","Willoughby St","Lawrence St / MetroTech (M,R) Brooklyn","Lawrence St / MetroTech (M,R)","Brooklyn",NA,"M","M,R","BROWN-YELLOW",NA,NA,-73.9862654813979,40.6921941051992,"84917ec1fd5cacb314e76f059b2319e0"
"1882",188,380,"Lawrence St","MetroTech","Willoughby St","Lawrence St / MetroTech (M,R) Brooklyn","Lawrence St / MetroTech (M,R)","Brooklyn",NA,"R","M,R","BROWN-YELLOW",NA,NA,-73.9862654813979,40.6921941051992,"ba12991ab9284cee58f837681a248e39"
"1921",192,312,"Lorimer St",NA,"Broadway","Lorimer St (J,M) Brooklyn","Lorimer St (J,M)","Brooklyn",NA,"J","J,M","BROWN",NA,NA,-73.9478636970584,40.7041293493121,"4799ba8419cb4b12bfb1bf218271d6eb"
"1922",192,312,"Lorimer St",NA,"Broadway","Lorimer St (J,M) Brooklyn","Lorimer St (J,M)","Brooklyn",NA,"M","J,M","BROWN",NA,NA,-73.9478636970584,40.7041293493121,"88b2ffb30b3feccc09044e62ee62f748"
"1931",193,310,"Marcy Ave",NA,"Broadway","Marcy Ave (J,M,Z) Brooklyn","Marcy Ave (J,M,Z)","Brooklyn",NA,"J","J,M,Z","BROWN","express",NA,-73.9579200878019,40.7084085463714,"02ce3e01e785014c3b95defcddc69522"
"1932",193,310,"Marcy Ave",NA,"Broadway","Marcy Ave (J,M,Z) Brooklyn","Marcy Ave (J,M,Z)","Brooklyn",NA,"M","J,M,Z","BROWN","express",NA,-73.9579200878019,40.7084085463714,"f11be615bff60551d06cfcca393ac8e7"
"1933",193,310,"Marcy Ave",NA,"Broadway","Marcy Ave (J,M,Z) Brooklyn","Marcy Ave (J,M,Z)","Brooklyn",NA,"Z","J,M,Z","BROWN","express",NA,-73.9579200878019,40.7084085463714,"496f59b3679b4cb58d778a6894a164dc"
"1981",198,314,"Myrtle Ave",NA,"Broadway","Myrtle Ave (J,M,Z) Brooklyn","Myrtle Ave (J,M,Z)","Brooklyn",NA,"J","J,M,Z","BROWN","express",NA,-73.9352641303954,40.6969793495905,"f1dfc936ce32a279dffb5703ba6b6114"
"1982",198,314,"Myrtle Ave",NA,"Broadway","Myrtle Ave (J,M,Z) Brooklyn","Myrtle Ave (J,M,Z)","Brooklyn",NA,"M","J,M,Z","BROWN","express",NA,-73.9352641303954,40.6969793495905,"74460cf60feaba0645b35794043002f0"
"1983",198,314,"Myrtle Ave",NA,"Broadway","Myrtle Ave (J,M,Z) Brooklyn","Myrtle Ave (J,M,Z)","Brooklyn",NA,"Z","J,M,Z","BROWN","express",NA,-73.9352641303954,40.6969793495905,"a6614c18fb712f92d7e131a30760893d"
"2031",203,76,"Nevins St",NA,"Flatbush Ave","Nevins St (2,3,4,5) Brooklyn","Nevins St (2,3,4,5)","Brooklyn",NA,"2","2,3,4,5","GREEN-RED","express",NA,-73.9808510007393,40.6887240010437,"3755d5ad2ca15fb87af4adf9c0dbaf8e"
"2032",203,76,"Nevins St",NA,"Flatbush Ave","Nevins St (2,3,4,5) Brooklyn","Nevins St (2,3,4,5)","Brooklyn",NA,"3","2,3,4,5","GREEN-RED","express",NA,-73.9808510007393,40.6887240010437,"46a215c19f43027cec001f91592d091b"
"2033",203,76,"Nevins St",NA,"Flatbush Ave","Nevins St (2,3,4,5) Brooklyn","Nevins St (2,3,4,5)","Brooklyn",NA,"4","2,3,4,5","GREEN-RED","express",NA,-73.9808510007393,40.6887240010437,"9b09f9c807a46a299dd5dc1c7268d413"
"2034",203,76,"Nevins St",NA,"Flatbush Ave","Nevins St (2,3,4,5) Brooklyn","Nevins St (2,3,4,5)","Brooklyn",NA,"5","2,3,4,5","GREEN-RED","express",NA,-73.9808510007393,40.6887240010437,"fdd53d9ec35a20961f224d0981f94fab"
"2071",207,390,"Newkirk Ave",NA,"E 16th St","Newkirk Ave (B,Q) Brooklyn","Newkirk Ave (B,Q)","Brooklyn",NA,"B","B,Q","ORANGE-YELLOW","express",NA,-73.9628982663262,40.63572984409,"a7fcb2c93e5bd7ab30879a980f058d7f"
"2072",207,390,"Newkirk Ave",NA,"E 16th St","Newkirk Ave (B,Q) Brooklyn","Newkirk Ave (B,Q)","Brooklyn",NA,"Q","B,Q","ORANGE-YELLOW","express",NA,-73.9628982663262,40.63572984409,"3e77883b151f937ad6b9a7193b656d20"
"2081",208,97,"Newkirk Ave",NA,"Nostrand Ave","Newkirk Ave (2,5) Brooklyn","Newkirk Ave (2,5)","Brooklyn",NA,"2","2,5","RED-GREEN",NA,NA,-73.948413999331,40.6399830013942,"d2e388ee5b696151ddbe991658becd8d"
"2082",208,97,"Newkirk Ave",NA,"Nostrand Ave","Newkirk Ave (2,5) Brooklyn","Newkirk Ave (2,5)","Brooklyn",NA,"5","2,5","RED-GREEN",NA,NA,-73.948413999331,40.6399830013942,"ffabae7e1577396a0a317286dfacd2b4"
"2091",209,323,"Norwood Ave",NA,"Fulton St","Norwood Ave (J,Z) Brooklyn","Norwood Ave (J,Z)","Brooklyn",NA,"J","J,Z","BROWN",NA,NA,-73.8791211312591,40.6816634677286,"59350a290124279c1ad1679360c31b95"
"2092",209,323,"Norwood Ave",NA,"Fulton St","Norwood Ave (J,Z) Brooklyn","Norwood Ave (J,Z)","Brooklyn",NA,"Z","J,Z","BROWN",NA,NA,-73.8791211312591,40.6816634677286,"767e44b95c3dc2015af97dbf9064d5d4"
"2101",210,225,"Nostrand Ave",NA,"Fulton St","Nostrand Ave (A,C) Brooklyn","Nostrand Ave (A,C)","Brooklyn",NA,"A","A,C","BLUE","express",NA,-73.9495580520205,40.6803912053856,"d0ec3f5ffd54859b9200c35cbe7afa6e"
"2102",210,225,"Nostrand Ave",NA,"Fulton St","Nostrand Ave (A,C) Brooklyn","Nostrand Ave (A,C)","Brooklyn",NA,"C","A,C","BLUE","express",NA,-73.9495580520205,40.6803912053856,"dda27c9c294124f53e7e1d88e3da34cf"
"2131",213,402,"Pacific St","Brooklyn Academy of Music","4th Ave","Pacific St / Brooklyn Academy of Music (D,M,N,R) Brooklyn","Pacific St / Brooklyn Academy of Music (D,M,N,R)","Brooklyn",NA,"D","B,D,M,N,Q,R,2,3,4,5","BROWN-ORANGE-YELLOW","express",NA,-73.9787480011725,40.6837610019867,"3254c85449f77310e74dea07f5c0dc76"
"2132",213,402,"Pacific St","Brooklyn Academy of Music","4th Ave","Pacific St / Brooklyn Academy of Music (D,M,N,R) Brooklyn","Pacific St / Brooklyn Academy of Music (D,M,N,R)","Brooklyn",NA,"M","B,D,M,N,Q,R,2,3,4,5","BROWN-ORANGE-YELLOW","express",NA,-73.9787480011725,40.6837610019867,"193d71d760d9ac964b9ba87d8fff4fda"
"2133",213,402,"Pacific St","Brooklyn Academy of Music","4th Ave","Pacific St / Brooklyn Academy of Music (D,M,N,R) Brooklyn","Pacific St / Brooklyn Academy of Music (D,M,N,R)","Brooklyn",NA,"N","B,D,M,N,Q,R,2,3,4,5","BROWN-ORANGE-YELLOW","express",NA,-73.9787480011725,40.6837610019867,"1987fa080a11169700ec931443f5b4e3"
"2134",213,402,"Pacific St","Brooklyn Academy of Music","4th Ave","Pacific St / Brooklyn Academy of Music (D,M,N,R) Brooklyn","Pacific St / Brooklyn Academy of Music (D,M,N,R)","Brooklyn",NA,"R","B,D,M,N,Q,R,2,3,4,5","BROWN-ORANGE-YELLOW","express",NA,-73.9787480011725,40.6837610019867,"216b55ed15732956c48de7b1a5b7f8cb"
"2171",217,92,"President St",NA,"Nostrand Ave","President St (2,5) Brooklyn","President St (2,5)","Brooklyn",NA,"2","2,5","RED-GREEN",NA,NA,-73.950656799068,40.6680570599152,"210c7ad9fe5858ec3361565b927b2018"
"2172",217,92,"President St",NA,"Nostrand Ave","President St (2,5) Brooklyn","President St (2,5)","Brooklyn",NA,"5","2,5","RED-GREEN",NA,NA,-73.950656799068,40.6680570599152,"366967bd1f1f6c963637acefed301716"
"2181",218,405,"Prospect Ave",NA,"4th Ave","Prospect Ave (M,R) Brooklyn","Prospect Ave (M,R)","Brooklyn",NA,"M","M,R","BROWN-YELLOW",NA,NA,-73.9928817666788,40.665393580082,"d74f3458521573d48428fe4d6b4a7508"
"2182",218,405,"Prospect Ave",NA,"4th Ave","Prospect Ave (M,R) Brooklyn","Prospect Ave (M,R)","Brooklyn",NA,"R","M,R","BROWN-YELLOW",NA,NA,-73.9928817666788,40.665393580082,"c5e29e1d7800b7f5195e1bb635938fea"
"2191",219,385,"Prospect Park",NA,"Empire Blvd","Prospect Park (B,Q,S) Brooklyn","Prospect Park (B,Q,S)","Brooklyn",NA,"B","B,Q,S","MULTI","express",NA,-73.9624640010369,40.6631840012492,"afaea8ca9c4891fbdf96abf634e06769"
"2192",219,385,"Prospect Park",NA,"Empire Blvd","Prospect Park (B,Q,S) Brooklyn","Prospect Park (B,Q,S)","Brooklyn",NA,"Q","B,Q,S","MULTI","express",NA,-73.9624640010369,40.6631840012492,"71f3585200524f71d75b98c5571c77a6"
